unit_id,asof,shape,cells,arm,score,raw_score,marginal_ratio,joint_ratio,tail_ratio
pu-factors_lr-2001-04-10-a1h21,2001-04-10,a1h21,1,baseline,0.9486694263580004,0.9486694263580004,0.8669449041412853,0.0,1.152980731899788
pu-factors_lr-2001-04-10-a1h21,2001-04-10,a1h21,1,v02,1.0952942014179907,1.0952942014179907,1.0237717193398042,0.0,1.2741004066134565
pu-factors_lr-2001-04-10-a1h63,2001-04-10,a1h63,1,baseline,1.0397416023926298,1.0397416023926298,1.0511262919055362,0.0,1.0112798786103636
pu-factors_lr-2001-04-10-a1h63,2001-04-10,a1h63,1,v02,1.0980798244704155,1.0980798244704155,1.103043469528043,0.0,1.0856707118263462
pu-factors_lr-2001-04-10-a1h21_63,2001-04-10,a1h21_63,2,baseline,1.021867269269259,1.021867269269259,0.9435357742082254,1.0755144008648738,1.1372253095284204
pu-factors_lr-2001-04-10-a1h21_63,2001-04-10,a1h21_63,2,v02,0.9832534511036991,0.9832534511036991,1.067020919528923,0.7400699726590263,1.1386099977076487
pu-factors_lr-2001-04-10-a4h21,2001-04-10,a4h21,4,baseline,1.0512712064922891,1.0512712064922891,0.9307786107028798,1.3036440476588025,0.9739434342160423
pu-factors_lr-2001-04-10-a4h21,2001-04-10,a4h21,4,v02,1.0552140660279865,1.0552140660279865,1.0510110901411576,1.0686523312315488,1.0455641079397155
pu-factors_lr-2001-04-10-a4h63_126,2001-04-10,a4h63_126,8,baseline,0.8715144215433455,0.8715144215433455,0.8974668303283836,0.8463076138861346,0.8444436110665667
pu-factors_lr-2001-04-10-a4h63_126,2001-04-10,a4h63_126,8,v02,0.9349299883272103,0.9349299883272103,0.9632137614256844,0.9526643911164348,0.837618951397188
pu-factors_lr-2001-05-10-a1h21,2001-05-10,a1h21,1,baseline,0.8785793143757639,0.8785793143757639,0.8229133508809607,0.0,1.0177442231127716
pu-factors_lr-2001-05-10-a1h21,2001-05-10,a1h21,1,v02,1.1290088969284993,1.1290088969284993,1.1918086258595009,0.0,0.9720095746009955
pu-factors_lr-2001-05-10-a1h63,2001-05-10,a1h63,1,baseline,0.848354173630655,0.848354173630655,0.7329426344034768,0.0,1.1368830216986003
pu-factors_lr-2001-05-10-a1h63,2001-05-10,a1h63,1,v02,1.002841171033558,1.002841171033558,0.9593428984409014,0.0,1.1115868525151997
pu-factors_lr-2001-05-10-a1h21_63,2001-05-10,a1h21_63,2,baseline,0.609125887843131,0.609125887843131,0.7903746581215534,0.005558097835106404,1.0613556471591121
pu-factors_lr-2001-05-10-a1h21_63,2001-05-10,a1h21_63,2,v02,1.104405119253145,1.104405119253145,1.1879785291253049,0.9609574130225298,1.1106431539186679
pu-factors_lr-2001-05-10-a4h21,2001-05-10,a4h21,4,baseline,0.9258555226304133,0.9258555226304133,0.9319796033416767,0.8728635434714418,0.9900332895907114
pu-factors_lr-2001-05-10-a4h21,2001-05-10,a4h21,4,v02,0.9941976357838116,0.9941976357838116,1.0309144821939282,0.9216205722227245,1.0112711151001508
pu-factors_lr-2001-05-10-a4h63_126,2001-05-10,a4h63_126,8,baseline,0.8475216849304547,0.8475216849304547,0.8899858557534887,0.6878761096515037,0.9808296207912963
pu-factors_lr-2001-05-10-a4h63_126,2001-05-10,a4h63_126,8,v02,0.9908637780394083,0.9908637780394083,0.9782643814905582,1.0190317236572126,0.9801103509848273
pu-factors_lr-2001-06-11-a1h21,2001-06-11,a1h21,1,baseline,1.0357651253416418,1.0357651253416418,1.1189630065591247,0.0,0.8277704222979344
pu-factors_lr-2001-06-11-a1h21,2001-06-11,a1h21,1,v02,0.9245805676291854,0.9245805676291854,0.9785525489241514,0.0,0.7896506143917698
pu-factors_lr-2001-06-11-a1h63,2001-06-11,a1h63,1,baseline,1.0083584622960629,1.0083584622960629,1.0135163182378815,0.0,0.9954638224415158
pu-factors_lr-2001-06-11-a1h63,2001-06-11,a1h63,1,v02,0.8691399734385404,0.8691399734385404,0.8796707309453848,0.0,0.8428130796714294
pu-factors_lr-2001-06-11-a1h21_63,2001-06-11,a1h21_63,2,baseline,3.2880975629569473,3.2880975629569473,1.035788423685778,8.625176824487347,0.9132515188392708
pu-factors_lr-2001-06-11-a1h21_63,2001-06-11,a1h21_63,2,v02,2.71754395740645,2.71754395740645,0.8937809858790458,7.00364263758612,0.8478033659554581
pu-factors_lr-2001-06-11-a4h21,2001-06-11,a4h21,4,baseline,1.1362044202672474,1.1362044202672474,1.052706208123351,1.320547057284817,1.068435995100635
pu-factors_lr-2001-06-11-a4h21,2001-06-11,a4h21,4,v02,1.0843949314385184,1.0843949314385184,1.0631950651602058,1.134284652013573,1.0625600162717175
pu-factors_lr-2001-06-11-a4h63_126,2001-06-11,a4h63_126,8,baseline,1.021507204280768,1.021507204280768,0.9763902476862087,1.071226953792341,1.0597199714998076
pu-factors_lr-2001-06-11-a4h63_126,2001-06-11,a4h63_126,8,v02,0.9932815786564905,0.9932815786564905,0.992364479125532,0.9844580521432891,1.0088096172536885
pu-factors_lr-2001-07-11-a1h21,2001-07-11,a1h21,1,baseline,1.149841298467968,1.149841298467968,1.121012656824569,0.0,1.2219129025764655
pu-factors_lr-2001-07-11-a1h21,2001-07-11,a1h21,1,v02,1.1850495608282137,1.1850495608282137,1.1641709889625418,0.0,1.237245990492393
pu-factors_lr-2001-07-11-a1h63,2001-07-11,a1h63,1,baseline,1.2632886151316627,1.2632886151316627,1.256488909590241,0.0,1.2802878789852168
